id,xP
491,3.7
492,4.7
493,0.0
494,3.7
495,2.7
496,0.5
497,0.0
498,1.5
499,2.7
500,0.0
502,0.0
503,4.0
504,0.4
505,3.0
506,0.0
507,0.0
508,2.5
509,0.3
510,0.5
609,0.5
610,0.2
612,0.0
388,2.2
511,0.0
512,1.8
513,-0.2
514,3.5
516,0.0
517,0.0
519,0.0
520,2.0
521,3.5
522,0.0
523,2.2
524,2.2
525,0.0
526,0.2
527,1.2
528,0.5
529,0.0
530,1.2
532,0.0
576,0.2
587,3.0
588,1.8
589,0.0
591,2.0
643,0.0
654,0.8
677,1.2
204,0.5
533,4.0
534,0.0
535,1.0
536,0.5
537,0.0
538,0.0
539,0.5
540,0.5
541,7.7
542,3.7
543,0.7
544,2.5
545,0.0
546,0.0
547,0.0
548,2.0
549,0.0
550,0.2
551,0.0
552,0.0
553,4.5
554,3.5
555,0.0
556,0.5
557,3.0
558,0.0
559,3.3
561,0.5
562,0.0
563,1.0
564,2.7
565,2.5
566,5.5
567,3.0
637,0.2
642,1.0
655,1.0
664,0.5
