assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event,xP,position
0.0,0.0,9.0,1.0,4.8,553.0,0.01,0.06,0.05,0.66,110.0,0.0,0.0,2.2,8.6,2024-11-09,90.0,False,17.0,0.0,0.0,0.0,0.0,11.0,0.0,23462.0,1.0,0.0,2.0,9.0,3.0,10917.0,11981.0,1064.0,49.0,True,0.0,0.0,1.0,0.0800203904509544,90.0,Wolverhampton Wanderers,Southampton,2.0,0.0,26711.0,2024.0,686667.0,0.0,0.0,0.0,0.0,0.0800203904509544,0.0800203904509544,0.0,2.0,2.0,11.0,5.5,MID
1.0,2.0,48.0,0.0,16.8,553.0,0.11,0.33,0.22,0.97,115.0,1.0,1.0,11.7,68.2,2024-11-23,90.0,False,9.0,0.0,0.0,0.0,0.0,12.0,0.0,23807.0,1.0,4.0,1.0,32.0,12.0,688.0,5167.0,4479.0,49.0,False,0.0,1.0,4.0,0.2228010296821594,90.0,Fulham,Wolverhampton Wanderers,1.0,4.0,26717.0,2024.0,688413.0,0.0458222404122352,1.0,1.0,1.0,0.2228010296821594,0.761509895324707,0.5625317096710205,2.0,3.0,12.0,8.3,MID
0.0,0.0,5.0,0.0,5.5,553.0,0.08,0.1,0.02,3.29,130.0,4.0,0.0,1.9,9.0,2024-11-30,90.0,False,3.0,0.0,0.0,0.0,0.0,13.0,0.0,129520.0,1.0,4.0,2.0,4.0,2.0,100756.0,103941.0,3185.0,49.0,True,0.0,0.0,1.0,0.0403633713722229,90.0,Wolverhampton Wanderers,Bournemouth,2.0,4.0,26731.0,2024.0,689965.0,0.0,0.0,0.0,0.0,0.0403633713722229,0.3747012913227081,0.3747012913227081,3.0,2.0,13.0,6.8,MID
0.0,0.0,15.0,0.0,15.1,553.0,0.28,0.3,0.02,0.63,134.0,4.0,0.0,3.0,12.2,2024-12-04,83.0,False,8.0,0.0,0.0,0.0,0.0,14.0,0.0,133590.0,1.0,0.0,4.0,3.0,2.0,5937.0,21672.0,15735.0,49.0,False,0.0,0.0,1.0,0.0192496348172426,90.0,Everton,Wolverhampton Wanderers,4.0,0.0,26735.0,2024.0,691591.0,0.0175396129488945,0.0,1.0,0.0,0.0192496348172426,0.5309487581253052,0.5134091377258301,2.0,3.0,14.0,4.8,MID
0.0,0.0,-3.0,0.0,26.8,553.0,0.02,0.35,0.33,0.91,150.0,2.0,0.0,4.3,2.8,2024-12-09,77.0,False,19.0,0.0,0.0,0.0,0.0,15.0,0.0,118618.0,1.0,1.0,2.0,13.0,1.0,-14289.0,5039.0,19328.0,49.0,False,1.0,0.0,2.0,0.3578109741210937,79.0,West Ham,Wolverhampton Wanderers,2.0,1.0,26746.0,2024.0,693287.0,0.1101858019828796,0.0,2.0,0.0,0.3578109741210937,0.5137405395507812,0.4721069037914276,2.0,2.0,15.0,4.2,MID
0.0,0.0,9.0,1.0,3.6,553.0,0.01,0.58,0.57,0.47,167.0,0.0,0.0,3.7,12.2,2024-12-22,88.0,False,11.0,0.0,0.0,0.0,0.0,17.0,0.0,61393.0,1.0,3.0,0.0,21.0,3.0,-13956.0,696.0,14652.0,49.0,False,0.0,0.0,2.0,0.5832070708274841,90.0,Leicester,Wolverhampton Wanderers,0.0,3.0,26770.0,2024.0,695683.0,0.0,0.0,0.0,0.0,0.5832070708274841,0.9766311049461364,0.3934240341186523,2.0,2.0,17.0,3.3,MID
0.0,0.0,3.0,1.0,14.8,553.0,0.01,0.01,0.0,0.3,180.0,0.0,0.0,2.4,9.6,2024-12-26,72.0,False,14.0,0.0,0.0,0.0,0.0,18.0,0.0,53202.0,1.0,0.0,2.0,0.0,2.0,-8332.0,933.0,9265.0,49.0,True,1.0,0.0,0.0,0.0,74.0,Wolverhampton Wanderers,Manchester United,2.0,0.0,26781.0,2024.0,696310.0,0.0198925323784351,0.0,1.0,0.0,0.0,0.0817196071147918,0.0618270710110664,3.0,2.0,18.0,1.7,MID
0.0,0.0,13.0,0.0,6.8,553.0,0.03,0.03,0.0,2.25,189.0,2.0,0.0,2.4,17.0,2024-12-29,90.0,False,18.0,0.0,0.0,0.0,0.0,19.0,0.0,48285.0,1.0,2.0,2.0,0.0,2.0,-5261.0,1666.0,6927.0,49.0,False,0.0,0.0,0.0,0.0,90.0,Tottenham,Wolverhampton Wanderers,2.0,2.0,26790.0,2024.0,696754.0,0.0,0.0,0.0,0.0,0.0,0.2948162257671356,0.2948162257671356,2.0,4.0,19.0,1.2,MID
0.0,0.0,18.0,0.0,16.1,553.0,1.11,1.11,0.0,2.2,200.0,3.0,0.0,3.6,17.6,2025-01-06,90.0,False,16.0,0.0,0.0,0.0,0.0,20.0,0.0,44333.0,1.0,3.0,0.0,2.0,2.0,-4194.0,2289.0,6483.0,49.0,True,0.0,0.0,0.0,0.0,90.0,Wolverhampton Wanderers,Nottingham Forest,0.0,3.0,26801.0,2024.0,697804.0,0.0364154130220413,0.0,1.0,0.0,0.0,0.5283210873603821,0.4919056892395019,3.0,2.0,20.0,1.7,MID
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,
